'local_id','data-issetup','data-maingroup','data-subgroup','data-type','data-vehicle','data-productcode','data-price-root','data-ordertypeid','data-pos','sourceURL','data-s','data-site','data-pro','data-cache','data-sv','data-name','data-price','data-brand','data-cate','data-box','data-color','data-productstatus','data-premium','data-promotiontype','imageURL','percent','gift','rating','unit-sold'
'327872','0','22','42','1','1','0220042002768','28490000.0','2','0','/laptop/asus-fa507nur-r7-lp057w','Nomal','1','3','True','webtgdd-26-120','Laptop Asus TUF Gaming A15 FA507NUR R7 7435HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP057W)','24690000.0','Asus','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327872.jpg','-13%','Quà 2.490.000₫','5',''
'330075','0','22','42','1','1','0220042002844','15690000.0','2','0','/laptop/dell-inspiron-15-3520-i5-n3520-i5u085w11slu','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (N3520-i5U085W11SLU)','14490000.0','Dell','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/330075.jpg','-7%','Quà 400.000₫','5',''
'334450','0','22','42','1','1','0220042003008','17490000.0','2','0','/laptop/lenovo-ideapad-slim-3-16irh10-i5-83k20003vn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo Ideapad Slim 3 16IRH10 i5 13420H/24GB/512GB/Win11 (83K20003VN)','17490000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/334450.jpg','','Quà 2.490.000₫','5',''
'328235','0','22','42','1','1','0220042002791','22490000.0','154','0','/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN330W)','20490000.0','Asus','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/328235.jpg','-8%','Quà 2.490.000₫','4.9',''
'331506','0','22','42','1','1','0220042002853','29890000.0','154','0','/laptop/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop HP Envy x360 14 fc0162TU Ultra 5 125U/16GB/512GB/OfficeHS/Win11 (AY8X1PA)','27490000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/331506.jpg','-8%','Quà 2.490.000₫','4.9',''
'322100','0','22','42','1','1','0220042002571','39990000.0','154','0','/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn','TwoPriceDetail','1','3','False','webtgdd-26-120','Laptop MSI Gaming Sword 16 HX B14VFKG i7 14700HX/16GB/1TB/8GB RTX4060/240Hz/Win11 (045VN)','35590000.0','MSI','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/322100.jpg','-11%','Quà 2.490.000₫','4.9',''
'336967','0','22','42','1','1','0220042003164','14490000.0','154','0','/laptop/acer-aspire-lite-15-al15-71p-517d-i5-nxj7ksv001','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Acer Aspire Lite 15 AL15 71P 517D i5 12450H/16GB/512GB/Win11 (NX.J7KSV.001)','14090000.0','Acer','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/336967.jpg','','Quà 2.390.000₫','5',''
'328949','0','22','42','1','1','0220042002814','20990000.0','154','0','/laptop/asus-vivobook-15-oled-a1505va-i5-ma467w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/120Hz/Win11 (MA467W)','18190000.0','Asus','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/328949.jpg','-13%','Quà 2.490.000₫','4.9',''
'325953','0','22','42','1','1','0220042002697','26990000.0','2','0','/laptop/dell-inspiron-14-5440-core-7-7fn5j','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 14 5440 Core 7 150U/16GB/1TB/OfficeHS/Win11 (7FN5J)','24990000.0','Dell','Laptop','BoxCate','Xanh Dương','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/325953.jpg','-7%','Quà 400.000₫','5',''
'335554','0','22','42','1','1','0220042003141','24990000.0','2','0','/laptop/lenovo-loq-15irx9-i5-83dv003cvn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo Gaming LOQ 15IRX9 i5 13450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83DV003CVN)','22190000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/335554.jpg','-11%','Quà 2.490.000₫','5',''
'325480','0','22','42','1','1','0220042002673','26990000','2','0','/laptop/asus-zenbook-14-oled-i5-km657w?utm_flashsale=1','Nomal','1','3','True','webtgdd-26-120','Laptop Asus Zenbook 14 OLED UX3402VA i5 13500H/16GB/512GB/90Hz/Win11 (KM657W)','24190000','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/325480.jpg','-10%','Quà 2.490.000₫','4.9',''
'338207','0','22','42','1','1','0220042003197','18790000.0','2','0','/laptop/hp-240-g10-i5-b93gzat','Nomal','1','3','True','webtgdd-26-120','Laptop HP 240 G10 i5 1334U/16GB/512GB/Win11 (B93GZAT)','16990000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/338207.jpg','-9%','Quà 2.190.000₫','',''
'302209','0','22','42','1','1','0220042002164','25290000','2','0','/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa?utm_flashsale=1','Nomal','1','3','True','webtgdd-26-120','Laptop HP Pavilion 15 eg2088TU i7 1260P/16GB/512GB/Win11 (7C0R0PA)','22590000','HP','Laptop','BoxCate','Vàng','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/302209.jpg','-10%','Quà 2.490.000₫','4.9',''
'308697','0','22','42','1','1','0220042002287','22490000.0','2','0','/laptop/msi-gaming-gf63-thin-12ve-i5-460vn','Nomal','1','3','True','webtgdd-26-120','Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN)','18690000.0','MSI','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/308697.jpg','-16%','Quà 2.490.000₫','4.9',''
'327898','0','22','42','1','1','0220042002769','29990000.0','2','0','/laptop/asus-fx507vu-i7-lp186w','Nomal','1','3','True','webtgdd-26-120','Laptop Asus TUF Gaming F15 FX507VU i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP186W)','27190000.0','Asus','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327898.jpg','-9%','Quà 2.490.000₫','5',''
'325306','0','22','42','1','1','0220042002497','29990000.0','154','0','/laptop/apple-macbook-air-m2-2022-16gb-256gb-10gpu','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Apple MacBook Air 13 inch M2 16GB/256GB/10GPU','23090000.0','MacBook','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/325306.','-23%','','5',''
'309565','0','22','42','1','1','0220042002317','20990000.0','154','0','/laptop/hp-pavilion-15-eg2081tu-i5-7c0q4pa','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop HP Pavilion 15 eg2081TU i5 1240P/16GB/512GB/Win11 (7C0Q4PA)','16390000.0','HP','Laptop','BoxCate','Vàng','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/309565.jpg','-21%','Quà 2.490.000₫','4.9',''
'328950','0','22','42','1','1','0220042002815','25990000.0','154','0','/laptop/asus-vivobook-15-oled-a1505va-i9-ma586ws','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 15 OLED A1505VA i9 13900H/16GB/512GB/120Hz/OfficeHS/Win11 (MA586WS)','23190000.0','Asus','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/328950.jpg','-10%','Quà 400.000₫','5',''
'327051','0','22','42','1','1','0220042002743','29490000.0','2','0','/laptop/lenovo-loq-15arp9-r7-83jc0040vn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo Gaming LOQ 15ARP9 R7 7435HS/24GB/512GB/6GB RTX4050/144Hz/Win11 (83JC0040VN)','26190000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327051.jpg','-11%','Quà 2.490.000₫','5',''
'327980','0','22','42','1','1','0220042002780','18990000.0','154','0','/laptop/dell-latitude-3440-i5-l3440i51235u16g512g','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Dell Latitude 3440 i5 1235U/16GB/512GB/Win11 (L3440-I51235U-16G512G)','16490000.0','Dell','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327980.jpg','-13%','Quà 2.490.000₫','4.9',''
'326637','0','22','42','1','1','0220042002712','14990000.0','2','0','/laptop/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Aspire Lite 14 51M 59BN i5 1235U/16GB/512GB/Win11 (NX.KTXSV.001)','14690000.0','Acer','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/326637.jpg','','Quà 2.390.000₫','4.9',''
'331518','0','22','42','1','1','0220042002856','28390000.0','2','0','/laptop/hp-elitebook-630-g11-ultra-7-a7lc5pt?utm_flashsale=1','Nomal','1','3','True','webtgdd-26-120','Laptop HP Elitebook 630 G11 Ultra 7 155U/16GB/512GB/Win11 (A7LC5PT)','26990000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/331518.jpg','','Quà 2.490.000₫','5',''
'325588','0','22','42','1','1','0220042002669','51990000.0','2','0','/laptop/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn','Nomal','1','3','True','webtgdd-26-120','Laptop MSI Gaming Stealth 14 AI Studio A1VFG Ultra 7 155H/32GB/1TB/8GB RTX4060/120Hz/Win11 (085VN)','50690000.0','MSI','Laptop','BoxCate','Xanh','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/325588.jpg','','Quà 2.490.000₫','5',''
'338204','0','22','42','1','1','0220042003195','24590000.0','2','0','/laptop/hp-victus-15-fa2731tx-i5-b85lnpa','Nomal','1','3','True','webtgdd-26-120','Laptop HP VICTUS 15 fa2731TX i5 13420H/16GB/512GB/6GB RTX3050/144Hz/Win11 (B85LNPA)','22190000.0','HP','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/338204.jpg','-9%','Quà 2.190.000₫','',''
'337470','0','22','42','1','1','0220042003182','16990000.0','2','0','/laptop/dell-inspiron-15-3520-i5-71064798','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS24+365/KYHD/Win11 (71064798)','16490000.0','Dell','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/337470.jpg','','Quà 400.000₫','',''
'327977','0','22','42','1','1','0220042002778','16990000.0','154','0','/laptop/asus-vivobook-15-x1504za-i5-nj1546w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1546W)','14490000.0','Asus','Laptop','BoxCate','Xanh Dương','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327977.jpg','-14%','Quà 2.490.000₫','4.9',''
'304543','0','22','42','1','1','0220042002205','15990000.0','2','0','/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B)','12490000.0','Acer','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/304543.jpg','-21%','Quà 2.390.000₫','4.9',''
'313333','0','22','42','1','1','0220042002387','15990000.0','2','0','/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er00evn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN)','14690000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/313333.jpg','-8%','Quà 2.490.000₫','4.9',''
'330578','0','22','42','1','1','0220042002847','21990000.0','2','0','/laptop/asus-fa506ncr-r7-hn097w','Nomal','1','3','True','webtgdd-26-120','Laptop Asus TUF Gaming A15 FA506NCR R7 7435HS/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN097W)','20190000.0','Asus','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/330578.jpg','-8%','Quà 2.490.000₫','4.9',''
'337420','0','22','42','1','1','0220042003180','14590000.0','2','0','/laptop/hp-245-g10-r5-b8pf9at','Nomal','1','3','False','webtgdd-26-120','Laptop HP 245 G10 R5 7530U/8GB/512GB/Win11 (B8PF9AT)','12690000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/337420.jpg','-13%','Quà 2.490.000₫','',''
'323335','0','22','42','1','1','0220042002638','23590000.0','2','0','/laptop/hp-elitebook-630-g10-i5-19j0b4pt?utm_flashsale=1','Nomal','1','3','True','webtgdd-26-120','Laptop HP Elitebook 630 G10 i5 1335U/16GB/512GB/Win11 (9J0B4PT)','22490000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/323335.jpg','','Quà 2.490.000₫','5',''
'334999','0','22','42','1','1','0220042003051','12490000.0','2','0','/laptop/acer-aspire-lite-15-al15-41p-r3ql-r7-nxj54sv001','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Aspire Lite 15 AL15 41P R3QL R7 5700U/8GB/512GB/Win11 (NX.J54SV.001)','12490000.0','Acer','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/334999.jpg','','Quà 2.390.000₫','',''
'302533','0','22','42','1','1','0220042002182','19790000.0','154','0','/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop HP Pavilion 15 eg2082TU i5 1240P/8GB/512GB/Win11 (7C0Q5PA)','15690000.0','HP','Laptop','BoxCate','Vàng','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/302533.jpg','-20%','Quà 2.490.000₫','4.9',''
'310447','0','22','42','1','1','0220042002329','31990000.0','154','0','/laptop/msi-katana-15-b13vfk-i7-676vn','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Win11 (676VN)','28090000.0','MSI','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/310447.jpg','-12%','Quà 2.490.000₫','4.9',''
'334805','0','22','42','1','1','0220042003035','19990000.0','2','0','/laptop/dell-latitude-3450-i5-l34501335u16512w','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Latitude 3450 i5 1335U/16GB/512GB/Win11 (L3450-1335U-16512W)','18590000.0','Dell','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/334805.jpg','-7%','Quà 2.490.000₫','5',''
'338000','0','22','42','1','1','0220042003194','26990000.0','2','0','/laptop/msi-katana-15-b13vek-i5-2416vn','Nomal','1','3','True','webtgdd-26-120','Laptop MSI Katana 15 B13VEK i5 13420H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (2416VN)','25690000.0','MSI','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/338000.jpg','','Quà 2.490.000₫','',''
'334690','0','22','42','1','1','0220042003037','24490000.0','2','0','/laptop/gigabyte-g5-mf5-rc555-i7-9rc55mf5fjiinivn000','Nomal','1','3','True','webtgdd-26-120','Laptop GIGABYTE Gaming G5 MF5 RC555 i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FJIINIVN000)','23690000.0','GIGABYTE','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/334690.jpg','','Quà 2.590.000₫','5',''
'321468','0','22','42','1','1','0220042002557','34990000.0','154','0','/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus Zenbook 14 OLED UX3405MA Ultra 7 155H/32GB/1TB/120Hz/Win11 (PP152W)','31690000.0','Asus','Laptop','BoxCate','Xanh Dương','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/321468.jpg','-9%','Quà 2.490.000₫','5',''
'333424','0','22','42','1','1','0220042002981','19990000.0','2','0','/laptop/acer-aspire-16-ai-a16-71m-59l5-ultra-5-nxj4ysv001','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Aspire 16 AI A16 71M 59L5 Ultra 5 125H/16GB/512GB/Win11 (NX.J4YSV.001)','18690000.0','Acer','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/333424.jpg','-6%','Quà 2.390.000₫','5',''
'325697','0','22','42','1','1','0220042002684','27990000.0','2','0','/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Gaming Nitro V ANV15 51 55CA i5 13420H/16GB/512GB/6GB RTX4050/144Hz/Win11 (NH.QN8SV.004)','24690000.0','Acer','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/325697.jpg','-11%','Quà 3.290.000₫','5',''
'335553','0','22','42','1','1','0220042003140','25990000.0','2','0','/laptop/lenovo-loq-15irx9-i5-83dv00psvn','Nomal','1','3','True','webtgdd-26-120','Laptop Lenovo Gaming LOQ 15IRX9 i5 13450HX/24GB/512GB/6GB RTX3050/144Hz/Win11 (83DV00PSVN)','23190000.0','Lenovo','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/335553.jpg','-10%','Quà 2.490.000₫','5',''
'328951','0','22','42','1','1','0220042002816','25490000.0','154','0','/laptop/asus-gaming-vivobook-k3605zu-i5-rp296w','TwoPriceDetail','1','3','True','webtgdd-26-120','Laptop Asus Gaming Vivobook K3605ZU i5 12500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (RP296W)','22190000.0','Asus','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/328951.jpg','-12%','Quà 2.490.000₫','5',''
'328443','0','22','42','1','1','0220042002799','27390000','2','0','/laptop/hp-victus-16-s0173ax-r5-a9lg9pa?utm_flashsale=1','Nomal','1','3','True','webtgdd-26-120','Laptop HP Gaming VICTUS 16 s0173AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (A9LG9PA)','22690000','HP','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/328443.jpg','-17%','Quà 2.490.000₫','5',''
'322003','0','22','42','1','1','0220042002561','15990000.0','2','0','/laptop/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Aspire 5 A514 56P 54TN i5 1335U/8GB/512GB/Win11 (NX.KHRSV.004)','13990000.0','Acer','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/322003.jpg','-12%','Quà 2.390.000₫','5',''
'328304','0','22','42','1','1','0220042002796','13690000.0','2','0','/laptop/hp-240-g9-i3-6l1x8pa','Nomal','1','3','True','webtgdd-26-120','Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (6L1X8PA)','11190000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/328304.jpg','-18%','Quà 2.490.000₫','5',''
'333107','0','22','42','1','1','0220042002955','20990000.0','2','0','/laptop/dell-inspiron-14-5440-i5-ndy5v1','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 14 5440 i5 1334U/16GB/512GB/OfficeHS/Win11 (NDY5V1)','20490000.0','Dell','Laptop','BoxCate','Xanh Dương','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/333107.jpg','','Quà 400.000₫','5',''
'337042','0','22','42','1','1','0220042003167','27290000.0','2','0','/laptop/hp-pavilion-16-af0053tu-ultra-7-ay8c2pa','Nomal','1','3','True','webtgdd-26-120','Laptop HP Pavilion 16 af0053TU Ultra 7 155U/16GB/512GB/OfficeHS/Win11 (AY8C2PA)','26390000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/337042.jpg','','Quà 2.490.000₫','',''
'337476','0','22','42','1','1','0220042003188','17790000.0','2','0','/laptop/dell-inspiron-15-3520-i5-n3520i5u165w11slubl','Nomal','1','3','True','webtgdd-26-120','Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS24+365/Win11 (N3520-i5U165W11SLU-BL)','16490000.0','Dell','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/337476.jpg','-7%','Quà 400.000₫','',''
'314849','0','22','42','1','1','0220042002428','18490000.0','2','0','/laptop/msi-bravo-15-b7ed-r5-010vn','Nomal','1','3','True','webtgdd-26-120','Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN)','17190000.0','MSI','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/314849.jpg','-7%','Quà 2.490.000₫','4.9',''
'333421','0','22','42','1','1','0220042002979','17990000.0','2','0','/laptop/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Aspire Lite 16 G2 AL16 52P 76DU i7 1355U/16GB/512GB/Win11 (NX.J2SSV.005)','17990000.0','Acer','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/333421.jpg','','Quà 2.390.000₫','5',''
'327974','0','22','42','1','1','0220042002777','26990000.0','2','0','/laptop/asus-fx507zc4-i7-hn181w','Nomal','1','3','True','webtgdd-26-120','Laptop Asus TUF Gaming F15 FX507ZC4 i7 12700H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN181W)','23190000.0','Asus','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327974.jpg','-14%','Quà 2.490.000₫','5',''
'327899','0','22','42','1','1','0220042002767','31990000.0','2','0','/laptop/asus-fx507vv-i7-lp151w','Nomal','1','3','True','webtgdd-26-120','Laptop Asus TUF Gaming F15 FX507VV i7 13620H/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP151W)','29490000.0','Asus','Laptop','BoxCate','Xám','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/327899.jpg','-7%','Quà 2.490.000₫','5',''
'330169','0','22','42','1','1','0220042002838','37990000.0','2','0','/laptop/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005','Nomal','1','3','True','webtgdd-26-120','Laptop Acer Gaming Predator Helios Neo PHN16 71 53M7 i5 13500HX/16GB/512GB/8GB RTX4060/165Hz/Win11 (NH.QLUSV.005)','27690000.0','Acer','Laptop','BoxCate','Đen','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/330169.jpg','-27%','Quà 2.390.000₫','4.9',''
'311145','0','22','42','1','1','0220042002355','19990000.0','2','0','/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa','Nomal','1','3','True','webtgdd-26-120','Laptop HP Pavilion 15 eg3094TU i5 1335U/8GB/512GB/Win11 (8C5L5PA)','16790000.0','HP','Laptop','BoxCate','Vàng','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/311145.jpg','-16%','Quà 2.490.000₫','5',''
'337044','0','22','42','1','1','0220042003168','23290000.0','2','0','/laptop/hp-pavilion-16-af0055tu-ultra-5-ay8c4pa','Nomal','1','3','True','webtgdd-26-120','Laptop HP Pavilion 16 af0055TU Ultra 5 125U/16GB/512GB/OfficeHS/Win11 (AY8C4PA)','22390000.0','HP','Laptop','BoxCate','Bạc','','False','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/TGDD/images/337044.jpg','','Quà 2.490.000₫','',''
