'local_id','name','sku','doc_quyen','manufacturer','url_key','url_path','categories','review','is_installment','stock_available_id','company_stock_id','filter','is_parent','price','prices','special_price','promotion_information','thumbnail','promotion_pack','sticker','flash_sale_types'
'100718','Laptop Dell Inspiron 15 3520 6R6NK V2 - Nhập khẩu chính hãng','laptop-dell-inspiron-15-3520-6r6nk-16gb','','Dell','laptop-dell-inspiron-15-3520-6r6nk-16gb','laptop-dell-inspiron-15-3520-6r6nk-16gb.html','','','0','46','46','','','14490000','','13990000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/100718.png','','',''
'97885','Laptop HP 15-FD0235TU 9Q970PA','laptop-hp-15-fd0235tu-9q970pa','','HP','laptop-hp-15-fd0235tu-9q970pa','laptop-hp-15-fd0235tu-9q970pa.html','','','0','46','46','','','19190000','','15690000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/97885.png','','',''
'64480','Laptop Vaio FE 14 VWNC51427-BL','laptop-vaio-fe-14-vwnc51427-bl','','Vaio','laptop-vaio-fe-14-vwnc51427-bl','laptop-vaio-fe-14-vwnc51427-bl.html','','','0','46','46','','','17990000','','13990000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/64480.png','','',''
'93367','Laptop ASUS ExpertBook P5 P5405CSA-NZ0017W','laptop-asus-expertbook-p5-p5405csa-nz0017w','','ASUS','laptop-asus-expertbook-p5-p5405csa-nz0017w','laptop-asus-expertbook-p5-p5405csa-nz0017w.html','','','0','46','46','','','34990000','','29690000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/93367.png','','',''
'104498','Laptop Lenovo V14 G4 IRU 83A00012VN','laptop-lenovo-v14-g4-iru-83a00012vn','','Lenovo','laptop-lenovo-v14-g4-iru-83a00012vn','laptop-lenovo-v14-g4-iru-83a00012vn.html','','','0','46','46','','','19990000','','17290000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/104498.png','','',''
'65858','Laptop Dell Vostro 3520','laptop-dell-vostro-3520-i7-1255u-8gb-512gb','','Dell','laptop-dell-vostro-3520-i7-1255u-8gb-512gb','laptop-dell-vostro-3520-i7-1255u-8gb-512gb.html','','','0','46','46','','','18990000','','17990000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/65858.png','','',''
'88227','Laptop ASUS Vivobook S 14 OLED S5406MA-PP046WS','laptop-asus-vivoboook-s-14-oled-s5406ma-pp046ws','','ASUS','laptop-asus-vivoboook-s-14-oled-s5406ma-pp046ws','laptop-asus-vivoboook-s-14-oled-s5406ma-pp046ws.html','','','0','46','46','','','26990000','','24690000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/88227.png','','',''
'101111','Laptop MSI Katana 15 B13UDXK-2269VN V2','laptop-msi-katana-15-b13udxk-2269vn-16gb','','MSI','laptop-msi-katana-15-b13udxk-2269vn-16gb','laptop-msi-katana-15-b13udxk-2269vn-16gb.html','','','0','46','46','','','25990000','','24990000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/101111.png','','',''
'90896','Laptop Dell Inspiron 15 3520 71045026','laptop-dell-inspiron-15-3520-71045026','','Dell','laptop-dell-inspiron-15-3520-71045026','laptop-dell-inspiron-15-3520-71045026.html','','','0','46','46','','','16990000','','16490000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/90896.png','','',''
'77038','Laptop ASUS TUF Gaming A15 FA507NU-LP140W','laptop-asus-tuf-gaming-a15-fa507nu-lp140w','','ASUS','laptop-asus-tuf-gaming-a15-fa507nu-lp140w','laptop-asus-tuf-gaming-a15-fa507nu-lp140w.html','','','0','46','46','','','25990000','','22490000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/77038.png','','',''
'101138','Laptop Dell G15 5530 i7HX161W11GR4060','laptop-dell-g15-5530-i7hx161w11gr4060','','Dell','laptop-dell-g15-5530-i7hx161w11gr4060','laptop-dell-g15-5530-i7hx161w11gr4060.html','','','0','152','152','','','41990000','','36990000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/101138.png','','',''
'104141','Laptop ASUS Vivobook 15 X1502VA-BQ885W','laptop-asus-vivobook-15-x1502va-bq885w','','ASUS','laptop-asus-vivobook-15-x1502va-bq885w','laptop-asus-vivobook-15-x1502va-bq885w.html','','','0','46','46','','','15990000','','15290000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/104141.png','','',''
'101911','Laptop ASUS Vivobook 15 X1504VA-NJ1969W','laptop-asus-vivobook-15-x1504va-nj1969w','','ASUS','laptop-asus-vivobook-15-x1504va-nj1969w','laptop-asus-vivobook-15-x1504va-nj1969w.html','','','0','46','46','','','15990000','','14390000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/101911.png','','',''
'65114','Laptop Gigabyte MF F2VN333SH','laptop-gigabyte-g5-mf-f2vn333sh','','Gigabyte','laptop-gigabyte-g5-mf-f2vn333sh','laptop-gigabyte-g5-mf-f2vn333sh.html','','','0','46','46','','','22990000','','18990000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/65114.png','','',''
'90851','Laptop ASUS Vivobook 15 OLED S5507QA-MA090WS','laptop-asus-vivobook-15-oled-s5507qa-ma090ws','','ASUS','laptop-asus-vivobook-15-oled-s5507qa-ma090ws','laptop-asus-vivobook-15-oled-s5507qa-ma090ws.html','','','0','46','46','','','34990000','','28990000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/90851.png','','',''
'103513','Laptop ASUS ROG Strix SCAR 18 G835LW-SA172W','laptop-asus-rog-strix-scar-18-g835lw-sa172w','','ASUS','laptop-asus-rog-strix-scar-18-g835lw-sa172w','laptop-asus-rog-strix-scar-18-g835lw-sa172w.html','','','0','46','46','','','121990000','','0','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/103513.png','','',''
'102667','MacBook Air M4 15 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W | Chính hãng Apple Việt Nam','apple-macbook-air-15-m4-10cpu-10gpu-24gb-512gb-2025-sac-70w','','Apple','apple-macbook-air-15-m4-10cpu-10gpu-24gb-512gb-2025-sac-70w','apple-macbook-air-15-m4-10cpu-10gpu-24gb-512gb-2025-sac-70w.html','','','0','46','46','','','42990000','','41990000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/102667.png','','',''
'101778','Laptop Dell Inspiron 15 3530 71053721','laptop-dell-inspiron-15-3530-71053721','','Dell','laptop-dell-inspiron-15-3530-71053721','laptop-dell-inspiron-15-3530-71053721.html','','','0','46','46','','','21990000','','21490000','','/D:/Shopping-Recommendation-System/target/classes/com/project/shoppingrecommendationsystem/data/laptops/CellphoneS/images/101778.png','','',''
